production_lot_id,production_date,factory_id,line_id,product_id,production_qty,pass_qty,started_qty,completed_qty,first_pass_pass_qty,fail_qty,rework_qty,scrap_qty
PLOT-00000505,2026-03-31,FAC-TW,LINE-TW-02,PROD-S100,53,52,53,53,52,1,1,0
PLOT-00000506,2026-03-31,FAC-MX,LINE-MX-01,PROD-X100,48,44,48,48,44,4,1,1
PLOT-00000507,2026-03-31,FAC-MX,LINE-MX-02,PROD-C100,49,47,49,49,47,2,1,1
PLOT-00000508,2026-03-31,FAC-MY,LINE-MY-01,PROD-S100,41,41,41,41,41,0,0,0
PLOT-00000509,2026-03-31,FAC-MY,LINE-MY-03,PROD-S100,50,42,50,50,42,8,6,0
PLOT-00000510,2026-04-01,FAC-TW,LINE-TW-01,PROD-X100,47,46,47,47,46,1,0,0
PLOT-00000511,2026-04-01,FAC-TW,LINE-TW-02,PROD-C100,53,51,53,53,51,2,1,0
PLOT-00000512,2026-04-01,FAC-MX,LINE-MX-01,PROD-X100,44,44,44,44,44,0,0,0
PLOT-00000513,2026-04-01,FAC-MX,LINE-MX-02,PROD-X100,47,47,47,47,47,0,0,0
PLOT-00000514,2026-04-01,FAC-MY,LINE-MY-01,PROD-X200,53,51,53,53,51,2,1,0
PLOT-00000515,2026-04-01,FAC-MY,LINE-MY-03,PROD-S100,36,35,36,36,35,1,1,0
PLOT-00000516,2026-04-02,FAC-TW,LINE-TW-01,PROD-S100,50,50,50,50,50,0,0,0
PLOT-00000517,2026-04-02,FAC-TW,LINE-TW-02,PROD-N100,44,43,44,44,43,1,1,0
PLOT-00000518,2026-04-02,FAC-MX,LINE-MX-01,PROD-C100,42,39,42,42,39,3,2,1
PLOT-00000519,2026-04-02,FAC-MX,LINE-MX-02,PROD-X200,46,43,46,46,43,3,2,0
PLOT-00000520,2026-04-02,FAC-MY,LINE-MY-01,PROD-X100,41,36,41,41,36,5,2,1
PLOT-00000521,2026-04-02,FAC-MY,LINE-MY-03,PROD-N100,39,37,39,39,37,2,1,0
PLOT-00000522,2026-04-03,FAC-TW,LINE-TW-01,PROD-C100,55,52,55,55,52,3,2,0
PLOT-00000523,2026-04-03,FAC-TW,LINE-TW-02,PROD-C100,44,44,44,44,44,0,0,0
PLOT-00000524,2026-04-03,FAC-MX,LINE-MX-01,PROD-N100,36,36,36,36,36,0,0,0
PLOT-00000525,2026-04-03,FAC-MX,LINE-MX-02,PROD-X200,39,36,39,39,36,3,1,1
PLOT-00000526,2026-04-03,FAC-MY,LINE-MY-01,PROD-X100,44,42,44,44,42,2,1,1
PLOT-00000527,2026-04-03,FAC-MY,LINE-MY-03,PROD-X200,48,44,48,48,44,4,4,0
PLOT-00000528,2026-04-04,FAC-TW,LINE-TW-01,PROD-X100,39,39,39,39,39,0,0,0
PLOT-00000529,2026-04-04,FAC-TW,LINE-TW-02,PROD-N100,46,45,46,46,45,1,1,0
PLOT-00000530,2026-04-04,FAC-MX,LINE-MX-01,PROD-X200,43,39,43,43,39,4,3,0
PLOT-00000531,2026-04-04,FAC-MX,LINE-MX-02,PROD-N100,43,42,43,43,42,1,1,0
PLOT-00000532,2026-04-04,FAC-MY,LINE-MY-01,PROD-S100,50,47,50,50,47,3,1,0
PLOT-00000533,2026-04-04,FAC-MY,LINE-MY-03,PROD-S100,44,40,44,44,40,4,1,0
PLOT-00000534,2026-04-05,FAC-TW,LINE-TW-01,PROD-C100,45,43,45,45,43,2,0,0
PLOT-00000535,2026-04-05,FAC-TW,LINE-TW-02,PROD-N100,49,48,49,49,48,1,1,0
PLOT-00000536,2026-04-05,FAC-MX,LINE-MX-01,PROD-S100,39,36,39,39,36,3,2,1
PLOT-00000537,2026-04-05,FAC-MX,LINE-MX-02,PROD-C100,42,41,42,42,41,1,0,0
PLOT-00000538,2026-04-05,FAC-MY,LINE-MY-01,PROD-S100,47,44,47,47,44,3,3,0
PLOT-00000539,2026-04-05,FAC-MY,LINE-MY-03,PROD-S100,52,49,52,52,49,3,2,1
PLOT-00000540,2026-04-06,FAC-TW,LINE-TW-01,PROD-X200,47,46,47,47,46,1,1,0
PLOT-00000541,2026-04-06,FAC-TW,LINE-TW-02,PROD-X100,52,50,52,52,50,2,1,0
PLOT-00000542,2026-04-06,FAC-MX,LINE-MX-01,PROD-X100,46,44,46,46,44,2,1,0
PLOT-00000543,2026-04-06,FAC-MX,LINE-MX-02,PROD-X200,43,39,43,43,39,4,1,1
PLOT-00000544,2026-04-06,FAC-MY,LINE-MY-01,PROD-N100,55,52,55,55,52,3,1,1
PLOT-00000545,2026-04-06,FAC-MY,LINE-MY-03,PROD-S100,38,34,38,38,34,4,2,1
PLOT-00000546,2026-04-07,FAC-TW,LINE-TW-01,PROD-C100,50,46,50,50,46,4,2,0
PLOT-00000547,2026-04-07,FAC-TW,LINE-TW-02,PROD-X100,52,52,52,52,52,0,0,0
PLOT-00000548,2026-04-07,FAC-MX,LINE-MX-01,PROD-X100,54,53,54,54,53,1,0,0
PLOT-00000549,2026-04-07,FAC-MX,LINE-MX-02,PROD-X100,37,36,37,37,36,1,1,0
PLOT-00000550,2026-04-07,FAC-MY,LINE-MY-01,PROD-N100,49,47,49,49,47,2,1,0
PLOT-00000551,2026-04-07,FAC-MY,LINE-MY-03,PROD-S100,44,42,44,44,42,2,0,1
PLOT-00000552,2026-04-08,FAC-TW,LINE-TW-01,PROD-C100,38,35,38,38,35,3,0,1
PLOT-00000553,2026-04-08,FAC-TW,LINE-TW-02,PROD-X100,36,36,36,36,36,0,0,0
PLOT-00000554,2026-04-08,FAC-MX,LINE-MX-01,PROD-X100,50,49,50,50,49,1,1,0
PLOT-00000555,2026-04-08,FAC-MX,LINE-MX-02,PROD-X100,42,39,42,42,39,3,0,1
PLOT-00000556,2026-04-08,FAC-MY,LINE-MY-01,PROD-S100,39,39,39,39,39,0,0,0
PLOT-00000557,2026-04-08,FAC-MY,LINE-MY-03,PROD-X200,46,42,46,46,42,4,2,1
PLOT-00000558,2026-04-09,FAC-TW,LINE-TW-01,PROD-C100,52,51,52,52,51,1,1,0
PLOT-00000559,2026-04-09,FAC-TW,LINE-TW-02,PROD-X200,39,38,39,39,38,1,0,0
PLOT-00000560,2026-04-09,FAC-MX,LINE-MX-01,PROD-N100,55,52,55,55,52,3,2,1
PLOT-00000561,2026-04-09,FAC-MX,LINE-MX-02,PROD-X100,50,49,50,50,49,1,0,1
PLOT-00000562,2026-04-09,FAC-MY,LINE-MY-01,PROD-N100,43,42,43,43,42,1,0,0
PLOT-00000563,2026-04-09,FAC-MY,LINE-MY-03,PROD-X100,46,44,46,46,44,2,1,0
PLOT-00000564,2026-04-10,FAC-TW,LINE-TW-01,PROD-X100,49,48,49,49,48,1,1,0
PLOT-00000565,2026-04-10,FAC-TW,LINE-TW-02,PROD-S100,46,45,46,46,45,1,0,0
PLOT-00000566,2026-04-10,FAC-MX,LINE-MX-01,PROD-X100,46,44,46,46,44,2,2,0
PLOT-00000567,2026-04-10,FAC-MX,LINE-MX-02,PROD-X200,55,51,55,55,51,4,2,0
PLOT-00000568,2026-04-10,FAC-MY,LINE-MY-01,PROD-X200,47,43,47,47,43,4,3,1
PLOT-00000569,2026-04-10,FAC-MY,LINE-MY-03,PROD-X200,38,37,38,38,37,1,0,0
PLOT-00000570,2026-04-11,FAC-TW,LINE-TW-01,PROD-S100,49,48,49,49,48,1,0,1
PLOT-00000571,2026-04-11,FAC-TW,LINE-TW-02,PROD-X100,41,39,41,41,39,2,0,1
PLOT-00000572,2026-04-11,FAC-MX,LINE-MX-01,PROD-X200,54,49,54,54,49,5,3,0
PLOT-00000573,2026-04-11,FAC-MX,LINE-MX-02,PROD-S100,36,36,36,36,36,0,0,0
PLOT-00000574,2026-04-11,FAC-MY,LINE-MY-01,PROD-S100,42,40,42,42,40,2,2,0
PLOT-00000575,2026-04-11,FAC-MY,LINE-MY-03,PROD-S100,53,49,53,53,49,4,0,2
PLOT-00000576,2026-04-12,FAC-TW,LINE-TW-01,PROD-X100,52,52,52,52,52,0,0,0
PLOT-00000577,2026-04-12,FAC-TW,LINE-TW-02,PROD-X100,41,40,41,41,40,1,1,0
PLOT-00000578,2026-04-12,FAC-MX,LINE-MX-01,PROD-N100,42,40,42,42,40,2,1,0
PLOT-00000579,2026-04-12,FAC-MX,LINE-MX-02,PROD-X100,39,38,39,39,38,1,1,0
PLOT-00000580,2026-04-12,FAC-MY,LINE-MY-01,PROD-S100,54,52,54,54,52,2,0,1
PLOT-00000581,2026-04-12,FAC-MY,LINE-MY-03,PROD-X100,39,33,39,39,33,6,2,3
PLOT-00000582,2026-04-13,FAC-TW,LINE-TW-01,PROD-S100,52,51,52,52,51,1,0,1
PLOT-00000583,2026-04-13,FAC-TW,LINE-TW-02,PROD-X100,40,40,40,40,40,0,0,0
PLOT-00000584,2026-04-13,FAC-MX,LINE-MX-01,PROD-X100,35,35,35,35,35,0,0,0
PLOT-00000585,2026-04-13,FAC-MX,LINE-MX-02,PROD-X100,46,45,46,46,45,1,0,0
PLOT-00000586,2026-04-13,FAC-MY,LINE-MY-01,PROD-S100,42,41,42,42,41,1,0,1
PLOT-00000587,2026-04-13,FAC-MY,LINE-MY-03,PROD-N100,35,33,35,35,33,2,2,0
PLOT-00000588,2026-04-14,FAC-TW,LINE-TW-01,PROD-X100,36,34,36,36,34,2,1,0
PLOT-00000589,2026-04-14,FAC-TW,LINE-TW-02,PROD-X100,48,48,48,48,48,0,0,0
PLOT-00000590,2026-04-14,FAC-MX,LINE-MX-01,PROD-X200,37,35,37,37,35,2,2,0
PLOT-00000591,2026-04-14,FAC-MX,LINE-MX-02,PROD-X100,46,45,46,46,45,1,0,0
PLOT-00000592,2026-04-14,FAC-MY,LINE-MY-01,PROD-C100,38,37,38,38,37,1,1,0
PLOT-00000593,2026-04-14,FAC-MY,LINE-MY-03,PROD-C100,42,35,42,42,35,7,4,0
PLOT-00000594,2026-04-15,FAC-TW,LINE-TW-01,PROD-S100,36,36,36,36,36,0,0,0
PLOT-00000595,2026-04-15,FAC-TW,LINE-TW-02,PROD-C100,51,50,51,51,50,1,1,0
PLOT-00000596,2026-04-15,FAC-MX,LINE-MX-01,PROD-X100,55,53,55,55,53,2,1,1
PLOT-00000597,2026-04-15,FAC-MX,LINE-MX-02,PROD-S100,36,32,36,36,32,4,3,0
PLOT-00000598,2026-04-15,FAC-MY,LINE-MY-01,PROD-S100,47,47,47,47,47,0,0,0
PLOT-00000599,2026-04-15,FAC-MY,LINE-MY-03,PROD-C100,38,35,38,38,35,3,2,0
PLOT-00000600,2026-04-16,FAC-TW,LINE-TW-01,PROD-X200,49,48,49,49,48,1,1,0
PLOT-00000601,2026-04-16,FAC-TW,LINE-TW-02,PROD-X100,37,37,37,37,37,0,0,0
PLOT-00000602,2026-04-16,FAC-MX,LINE-MX-01,PROD-X100,39,36,39,39,36,3,2,0
PLOT-00000603,2026-04-16,FAC-MX,LINE-MX-02,PROD-X100,43,39,43,43,39,4,3,0
PLOT-00000604,2026-04-16,FAC-MY,LINE-MY-01,PROD-N100,53,50,53,53,50,3,1,0
PLOT-00000605,2026-04-16,FAC-MY,LINE-MY-03,PROD-C100,45,43,45,45,43,2,0,2
PLOT-00000606,2026-04-17,FAC-TW,LINE-TW-01,PROD-X200,54,51,54,54,51,3,3,0
PLOT-00000607,2026-04-17,FAC-TW,LINE-TW-02,PROD-X200,49,49,49,49,49,0,0,0
PLOT-00000608,2026-04-17,FAC-MX,LINE-MX-01,PROD-X200,48,46,48,48,46,2,0,0
PLOT-00000609,2026-04-17,FAC-MX,LINE-MX-02,PROD-X100,38,33,38,38,33,5,4,0
PLOT-00000610,2026-04-17,FAC-MY,LINE-MY-01,PROD-S100,55,55,55,55,55,0,0,0
PLOT-00000611,2026-04-17,FAC-MY,LINE-MY-03,PROD-S100,52,47,52,52,47,5,2,1
PLOT-00000612,2026-04-18,FAC-TW,LINE-TW-01,PROD-C100,41,40,41,41,40,1,1,0
PLOT-00000613,2026-04-18,FAC-TW,LINE-TW-02,PROD-X200,42,38,42,42,38,4,2,0
PLOT-00000614,2026-04-18,FAC-MX,LINE-MX-01,PROD-X100,49,46,49,49,46,3,2,0
PLOT-00000615,2026-04-18,FAC-MX,LINE-MX-02,PROD-X100,38,27,38,38,27,11,5,3
PLOT-00000616,2026-04-18,FAC-MY,LINE-MY-01,PROD-X200,45,44,45,45,44,1,1,0
PLOT-00000617,2026-04-18,FAC-MY,LINE-MY-03,PROD-N100,46,44,46,46,44,2,1,0
PLOT-00000618,2026-04-19,FAC-TW,LINE-TW-01,PROD-S100,50,47,50,50,47,3,2,0
PLOT-00000619,2026-04-19,FAC-TW,LINE-TW-02,PROD-X100,37,37,37,37,37,0,0,0
PLOT-00000620,2026-04-19,FAC-MX,LINE-MX-01,PROD-X100,38,36,38,38,36,2,1,1
PLOT-00000621,2026-04-19,FAC-MX,LINE-MX-02,PROD-C100,46,42,46,46,42,4,2,0
PLOT-00000622,2026-04-19,FAC-MY,LINE-MY-01,PROD-S100,52,52,52,52,52,0,0,0
PLOT-00000623,2026-04-19,FAC-MY,LINE-MY-03,PROD-X100,52,51,52,52,51,1,0,0
PLOT-00000624,2026-04-20,FAC-TW,LINE-TW-01,PROD-C100,38,37,38,38,37,1,1,0
PLOT-00000625,2026-04-20,FAC-TW,LINE-TW-02,PROD-X200,48,48,48,48,48,0,0,0
PLOT-00000626,2026-04-20,FAC-MX,LINE-MX-01,PROD-N100,36,35,36,36,35,1,1,0
PLOT-00000627,2026-04-20,FAC-MX,LINE-MX-02,PROD-S100,54,46,54,54,46,8,5,1
PLOT-00000628,2026-04-20,FAC-MY,LINE-MY-01,PROD-X200,38,37,38,38,37,1,1,0
PLOT-00000629,2026-04-20,FAC-MY,LINE-MY-03,PROD-C100,41,41,41,41,41,0,0,0
PLOT-00000630,2026-04-21,FAC-TW,LINE-TW-01,PROD-X100,50,47,50,50,47,3,2,0
PLOT-00000631,2026-04-21,FAC-TW,LINE-TW-02,PROD-X100,38,37,38,38,37,1,0,1
PLOT-00000632,2026-04-21,FAC-MX,LINE-MX-01,PROD-X100,52,51,52,52,51,1,1,0
PLOT-00000633,2026-04-21,FAC-MX,LINE-MX-02,PROD-X100,43,40,43,43,40,3,2,0
PLOT-00000634,2026-04-21,FAC-MY,LINE-MY-01,PROD-C100,48,45,48,48,45,3,1,0
PLOT-00000635,2026-04-21,FAC-MY,LINE-MY-03,PROD-S100,54,51,54,54,51,3,2,0
PLOT-00000636,2026-04-22,FAC-TW,LINE-TW-01,PROD-C100,55,54,55,55,54,1,0,1
PLOT-00000637,2026-04-22,FAC-TW,LINE-TW-02,PROD-C100,54,53,54,54,53,1,0,1
PLOT-00000638,2026-04-22,FAC-MX,LINE-MX-01,PROD-S100,43,41,43,43,41,2,1,0
PLOT-00000639,2026-04-22,FAC-MX,LINE-MX-02,PROD-X100,43,34,43,43,34,9,7,1
PLOT-00000640,2026-04-22,FAC-MY,LINE-MY-01,PROD-N100,44,43,44,44,43,1,1,0
PLOT-00000641,2026-04-22,FAC-MY,LINE-MY-03,PROD-S100,46,43,46,46,43,3,2,0
PLOT-00000642,2026-04-23,FAC-TW,LINE-TW-01,PROD-X100,39,38,39,39,38,1,0,0
PLOT-00000643,2026-04-23,FAC-TW,LINE-TW-02,PROD-C100,47,43,47,47,43,4,2,2
PLOT-00000644,2026-04-23,FAC-MX,LINE-MX-01,PROD-X100,55,55,55,55,55,0,0,0
PLOT-00000645,2026-04-23,FAC-MX,LINE-MX-02,PROD-S100,37,32,37,37,32,5,3,1
PLOT-00000646,2026-04-23,FAC-MY,LINE-MY-01,PROD-N100,41,37,41,41,37,4,2,0
PLOT-00000647,2026-04-23,FAC-MY,LINE-MY-03,PROD-X200,49,45,49,49,45,4,3,1
PLOT-00000648,2026-04-24,FAC-TW,LINE-TW-01,PROD-X100,46,44,46,46,44,2,1,0
PLOT-00000649,2026-04-24,FAC-TW,LINE-TW-02,PROD-X100,45,43,45,45,43,2,2,0
PLOT-00000650,2026-04-24,FAC-MX,LINE-MX-01,PROD-C100,53,52,53,53,52,1,0,0
PLOT-00000651,2026-04-24,FAC-MX,LINE-MX-02,PROD-X200,36,30,36,36,30,6,5,0
PLOT-00000652,2026-04-24,FAC-MY,LINE-MY-01,PROD-X100,54,52,54,54,52,2,1,0
PLOT-00000653,2026-04-24,FAC-MY,LINE-MY-03,PROD-X100,37,36,37,37,36,1,1,0
PLOT-00000654,2026-04-25,FAC-TW,LINE-TW-01,PROD-X100,48,46,48,48,46,2,0,1
PLOT-00000655,2026-04-25,FAC-TW,LINE-TW-02,PROD-X200,49,49,49,49,49,0,0,0
PLOT-00000656,2026-04-25,FAC-MX,LINE-MX-01,PROD-X100,41,35,41,41,35,6,5,1
PLOT-00000657,2026-04-25,FAC-MX,LINE-MX-02,PROD-C100,38,34,38,38,34,4,2,0
PLOT-00000658,2026-04-25,FAC-MY,LINE-MY-01,PROD-X200,38,38,38,38,38,0,0,0
PLOT-00000659,2026-04-25,FAC-MY,LINE-MY-03,PROD-X200,53,49,53,53,49,4,1,1
PLOT-00000660,2026-04-26,FAC-TW,LINE-TW-01,PROD-X200,44,41,44,44,41,3,2,0
PLOT-00000661,2026-04-26,FAC-TW,LINE-TW-02,PROD-X100,47,47,47,47,47,0,0,0
PLOT-00000662,2026-04-26,FAC-MX,LINE-MX-01,PROD-S100,36,33,36,36,33,3,3,0
PLOT-00000663,2026-04-26,FAC-MX,LINE-MX-02,PROD-X100,44,34,44,44,34,10,6,1
PLOT-00000664,2026-04-26,FAC-MY,LINE-MY-01,PROD-S100,39,39,39,39,39,0,0,0
PLOT-00000665,2026-04-26,FAC-MY,LINE-MY-03,PROD-N100,44,38,44,44,38,6,2,2
PLOT-00000666,2026-04-27,FAC-TW,LINE-TW-01,PROD-X100,35,34,35,35,34,1,0,0
PLOT-00000667,2026-04-27,FAC-TW,LINE-TW-02,PROD-X200,48,47,48,48,47,1,1,0
PLOT-00000668,2026-04-27,FAC-MX,LINE-MX-01,PROD-X100,47,46,47,47,46,1,0,0
PLOT-00000669,2026-04-27,FAC-MX,LINE-MX-02,PROD-X200,42,37,42,42,37,5,1,0
PLOT-00000670,2026-04-27,FAC-MY,LINE-MY-01,PROD-C100,46,45,46,46,45,1,1,0
PLOT-00000671,2026-04-27,FAC-MY,LINE-MY-03,PROD-X100,36,32,36,36,32,4,3,0
PLOT-00000672,2026-04-28,FAC-TW,LINE-TW-01,PROD-X200,49,48,49,49,48,1,0,1
PLOT-00000673,2026-04-28,FAC-TW,LINE-TW-02,PROD-S100,45,43,45,45,43,2,2,0
PLOT-00000674,2026-04-28,FAC-MX,LINE-MX-01,PROD-X200,53,53,53,53,53,0,0,0
PLOT-00000675,2026-04-28,FAC-MX,LINE-MX-02,PROD-X100,55,48,55,55,48,7,4,1
PLOT-00000676,2026-04-28,FAC-MY,LINE-MY-01,PROD-C100,38,36,38,38,36,2,0,0
PLOT-00000677,2026-04-28,FAC-MY,LINE-MY-03,PROD-C100,45,44,45,45,44,1,1,0
PLOT-00000678,2026-04-29,FAC-TW,LINE-TW-01,PROD-X100,54,54,54,54,54,0,0,0
PLOT-00000679,2026-04-29,FAC-TW,LINE-TW-02,PROD-X200,46,46,46,46,46,0,0,0
PLOT-00000680,2026-04-29,FAC-MX,LINE-MX-01,PROD-X100,38,36,38,38,36,2,1,0
PLOT-00000681,2026-04-29,FAC-MX,LINE-MX-02,PROD-X100,53,46,53,53,46,7,2,2
PLOT-00000682,2026-04-29,FAC-MY,LINE-MY-01,PROD-C100,37,36,37,37,36,1,1,0
PLOT-00000683,2026-04-29,FAC-MY,LINE-MY-03,PROD-X200,44,42,44,44,42,2,2,0
PLOT-00000684,2026-04-30,FAC-TW,LINE-TW-01,PROD-C100,42,42,42,42,42,0,0,0
PLOT-00000685,2026-04-30,FAC-TW,LINE-TW-02,PROD-X100,40,39,40,40,39,1,1,0
PLOT-00000686,2026-04-30,FAC-MX,LINE-MX-01,PROD-X100,55,54,55,55,54,1,1,0
PLOT-00000687,2026-04-30,FAC-MX,LINE-MX-02,PROD-X100,51,42,51,51,42,9,5,3
PLOT-00000688,2026-04-30,FAC-MY,LINE-MY-01,PROD-X100,46,44,46,46,44,2,1,0
PLOT-00000689,2026-04-30,FAC-MY,LINE-MY-03,PROD-X200,55,50,55,55,50,5,4,0
PLOT-00000690,2026-05-01,FAC-TW,LINE-TW-01,PROD-N100,42,41,42,42,41,1,0,0
PLOT-00000691,2026-05-01,FAC-TW,LINE-TW-02,PROD-X100,43,43,43,43,43,0,0,0
PLOT-00000692,2026-05-01,FAC-MX,LINE-MX-01,PROD-X100,54,52,54,54,52,2,2,0
PLOT-00000693,2026-05-01,FAC-MX,LINE-MX-02,PROD-X100,55,46,55,55,46,9,4,0
PLOT-00000694,2026-05-01,FAC-MY,LINE-MY-01,PROD-X100,55,54,55,55,54,1,1,0
PLOT-00000695,2026-05-01,FAC-MY,LINE-MY-03,PROD-C100,53,50,53,53,50,3,1,1
PLOT-00000696,2026-05-02,FAC-TW,LINE-TW-01,PROD-N100,49,48,49,49,48,1,0,0
PLOT-00000697,2026-05-02,FAC-TW,LINE-TW-02,PROD-C100,53,52,53,53,52,1,0,0
PLOT-00000698,2026-05-02,FAC-MX,LINE-MX-01,PROD-X200,54,51,54,54,51,3,0,0
PLOT-00000699,2026-05-02,FAC-MX,LINE-MX-02,PROD-X100,55,45,55,55,45,10,4,2
PLOT-00000700,2026-05-02,FAC-MY,LINE-MY-01,PROD-X200,49,48,49,49,48,1,0,1
PLOT-00000701,2026-05-02,FAC-MY,LINE-MY-03,PROD-X100,49,48,49,49,48,1,1,0
PLOT-00000702,2026-05-03,FAC-TW,LINE-TW-01,PROD-C100,43,41,43,43,41,2,2,0
PLOT-00000703,2026-05-03,FAC-TW,LINE-TW-02,PROD-C100,46,46,46,46,46,0,0,0
PLOT-00000704,2026-05-03,FAC-MX,LINE-MX-01,PROD-X200,44,43,44,44,43,1,1,0
PLOT-00000705,2026-05-03,FAC-MX,LINE-MX-02,PROD-X100,36,35,36,36,35,1,1,0
PLOT-00000706,2026-05-03,FAC-MY,LINE-MY-01,PROD-X100,44,43,44,44,43,1,0,1
PLOT-00000707,2026-05-03,FAC-MY,LINE-MY-03,PROD-X100,37,36,37,37,36,1,1,0
PLOT-00000708,2026-05-04,FAC-TW,LINE-TW-01,PROD-C100,51,50,51,51,50,1,0,0
PLOT-00000709,2026-05-04,FAC-TW,LINE-TW-02,PROD-X200,53,49,53,53,49,4,2,0
PLOT-00000710,2026-05-04,FAC-MX,LINE-MX-01,PROD-X200,36,32,36,36,32,4,3,1
PLOT-00000711,2026-05-04,FAC-MX,LINE-MX-02,PROD-X100,53,48,53,53,48,5,2,0
PLOT-00000712,2026-05-04,FAC-MY,LINE-MY-01,PROD-N100,45,41,45,45,41,4,1,0
PLOT-00000713,2026-05-04,FAC-MY,LINE-MY-03,PROD-N100,51,50,51,51,50,1,1,0
PLOT-00000714,2026-05-05,FAC-TW,LINE-TW-01,PROD-X100,36,35,36,36,35,1,1,0
PLOT-00000715,2026-05-05,FAC-TW,LINE-TW-02,PROD-X200,45,45,45,45,45,0,0,0
PLOT-00000716,2026-05-05,FAC-MX,LINE-MX-01,PROD-S100,37,35,37,37,35,2,0,0
PLOT-00000717,2026-05-05,FAC-MX,LINE-MX-02,PROD-X200,40,36,40,40,36,4,3,1
PLOT-00000718,2026-05-05,FAC-MY,LINE-MY-01,PROD-X100,49,48,49,49,48,1,1,0
PLOT-00000719,2026-05-05,FAC-MY,LINE-MY-03,PROD-S100,51,49,51,51,49,2,2,0
PLOT-00000720,2026-05-06,FAC-TW,LINE-TW-01,PROD-X200,40,39,40,40,39,1,0,0
PLOT-00000721,2026-05-06,FAC-TW,LINE-TW-02,PROD-X200,44,40,44,44,40,4,0,2
PLOT-00000722,2026-05-06,FAC-MX,LINE-MX-01,PROD-X100,45,42,45,45,42,3,2,1
PLOT-00000723,2026-05-06,FAC-MX,LINE-MX-02,PROD-X200,36,34,36,36,34,2,2,0
PLOT-00000724,2026-05-06,FAC-MY,LINE-MY-01,PROD-S100,55,55,55,55,55,0,0,0
PLOT-00000725,2026-05-06,FAC-MY,LINE-MY-03,PROD-X200,45,43,45,45,43,2,2,0
PLOT-00000726,2026-05-07,FAC-TW,LINE-TW-01,PROD-X100,47,47,47,47,47,0,0,0
PLOT-00000727,2026-05-07,FAC-TW,LINE-TW-02,PROD-X100,54,53,54,54,53,1,0,0
PLOT-00000728,2026-05-07,FAC-MX,LINE-MX-01,PROD-N100,45,44,45,45,44,1,0,1
PLOT-00000729,2026-05-07,FAC-MX,LINE-MX-02,PROD-X100,39,38,39,39,38,1,0,1
PLOT-00000730,2026-05-07,FAC-MY,LINE-MY-01,PROD-S100,44,41,44,44,41,3,2,0
PLOT-00000731,2026-05-07,FAC-MY,LINE-MY-03,PROD-S100,47,46,47,47,46,1,1,0
PLOT-00000732,2026-05-08,FAC-TW,LINE-TW-01,PROD-X100,37,35,37,37,35,2,1,0
PLOT-00000733,2026-05-08,FAC-TW,LINE-TW-02,PROD-X100,47,46,47,47,46,1,0,0
PLOT-00000734,2026-05-08,FAC-MX,LINE-MX-01,PROD-X200,45,43,45,45,43,2,0,0
PLOT-00000735,2026-05-08,FAC-MX,LINE-MX-02,PROD-N100,51,49,51,51,49,2,1,0
PLOT-00000736,2026-05-08,FAC-MY,LINE-MY-01,PROD-X100,48,47,48,48,47,1,1,0
PLOT-00000737,2026-05-08,FAC-MY,LINE-MY-03,PROD-C100,35,33,35,35,33,2,1,0
PLOT-00000738,2026-05-09,FAC-TW,LINE-TW-01,PROD-X200,40,40,40,40,40,0,0,0
PLOT-00000739,2026-05-09,FAC-TW,LINE-TW-02,PROD-S100,45,43,45,45,43,2,2,0
PLOT-00000740,2026-05-09,FAC-MX,LINE-MX-01,PROD-S100,50,49,50,50,49,1,1,0
PLOT-00000741,2026-05-09,FAC-MX,LINE-MX-02,PROD-X100,39,39,39,39,39,0,0,0
PLOT-00000742,2026-05-09,FAC-MY,LINE-MY-01,PROD-X100,44,43,44,44,43,1,1,0
PLOT-00000743,2026-05-09,FAC-MY,LINE-MY-03,PROD-S100,38,35,38,38,35,3,2,0
PLOT-00000744,2026-05-10,FAC-TW,LINE-TW-01,PROD-X200,52,36,52,52,36,16,4,2
PLOT-00000745,2026-05-10,FAC-TW,LINE-TW-02,PROD-N100,51,51,51,51,51,0,0,0
PLOT-00000746,2026-05-10,FAC-MX,LINE-MX-01,PROD-X100,45,44,45,45,44,1,0,1
PLOT-00000747,2026-05-10,FAC-MX,LINE-MX-02,PROD-N100,54,49,54,54,49,5,2,1
PLOT-00000748,2026-05-10,FAC-MY,LINE-MY-01,PROD-X100,47,46,47,47,46,1,1,0
PLOT-00000749,2026-05-10,FAC-MY,LINE-MY-03,PROD-X100,40,36,40,40,36,4,4,0
PLOT-00000750,2026-05-11,FAC-TW,LINE-TW-01,PROD-N100,54,52,54,54,52,2,0,1
PLOT-00000751,2026-05-11,FAC-TW,LINE-TW-02,PROD-N100,40,39,40,40,39,1,0,0
PLOT-00000752,2026-05-11,FAC-MX,LINE-MX-01,PROD-C100,36,36,36,36,36,0,0,0
PLOT-00000753,2026-05-11,FAC-MX,LINE-MX-02,PROD-X100,42,38,42,42,38,4,2,1
PLOT-00000754,2026-05-11,FAC-MY,LINE-MY-01,PROD-S100,54,52,54,54,52,2,2,0
PLOT-00000755,2026-05-11,FAC-MY,LINE-MY-03,PROD-X200,49,48,49,49,48,1,0,0
PLOT-00000756,2026-05-12,FAC-TW,LINE-TW-01,PROD-X100,42,41,42,42,41,1,0,0
PLOT-00000757,2026-05-12,FAC-TW,LINE-TW-02,PROD-X100,50,50,50,50,50,0,0,0
