quality_event_id,event_date,event_timestamp,production_lot_id,factory_id,line_id,product_id,component_id,supplier_id,component_lot_id,defect_id,inspection_stage,event_quantity,is_first_pass_failure,is_rework,is_scrap,disposition
QEV-000000934,2026-04-01,2026-04-01T12:00:00,PLOT-00000511,FAC-TW,LINE-TW-02,PROD-C100,COMP-PWR,SUP-C,CLOT-C-PWR-20260401,DEF-FUNC,test,1,True,False,False,fail
QEV-000000935,2026-04-01,2026-04-01T12:00:00,PLOT-00000511,FAC-TW,LINE-TW-02,PROD-C100,COMP-PWR,SUP-F,CLOT-F-PWR-20260401,DEF-VOLT,test,1,True,True,False,rework
QEV-000000936,2026-04-01,2026-04-01T12:00:00,PLOT-00000514,FAC-MY,LINE-MY-01,PROD-X200,COMP-STOR,SUP-D,CLOT-D-TOR-20260401,DEF-FUNC,test,1,True,False,False,fail
QEV-000000937,2026-04-01,2026-04-01T12:00:00,PLOT-00000514,FAC-MY,LINE-MY-01,PROD-X200,COMP-STOR,SUP-G,CLOT-G-TOR-20260401,DEF-FUNC,test,1,True,True,False,rework
QEV-000000938,2026-04-01,2026-04-01T12:00:00,PLOT-00000515,FAC-MY,LINE-MY-03,PROD-S100,COMP-STOR,SUP-B,CLOT-B-TOR-20260401,DEF-FUNC,test,1,True,True,False,rework
QEV-000000939,2026-04-02,2026-04-02T12:00:00,PLOT-00000517,FAC-TW,LINE-TW-02,PROD-N100,COMP-STOR,SUP-A,CLOT-A-TOR-20260402,DEF-FUNC,test,1,True,True,False,rework
QEV-000000940,2026-04-02,2026-04-02T12:00:00,PLOT-00000518,FAC-MX,LINE-MX-01,PROD-C100,COMP-NET,SUP-B,CLOT-B-NET-20260402,DEF-FUNC,test,1,True,True,False,rework
QEV-000000941,2026-04-02,2026-04-02T12:00:00,PLOT-00000518,FAC-MX,LINE-MX-01,PROD-C100,COMP-PWR,SUP-D,CLOT-D-PWR-20260402,DEF-VOLT,test,1,True,False,True,scrap
QEV-000000942,2026-04-02,2026-04-02T12:00:00,PLOT-00000518,FAC-MX,LINE-MX-01,PROD-C100,COMP-STOR,SUP-F,CLOT-F-TOR-20260402,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000943,2026-04-02,2026-04-02T12:00:00,PLOT-00000519,FAC-MX,LINE-MX-02,PROD-X200,COMP-MEM,SUP-B,CLOT-B-MEM-20260402,DEF-MEM,test,1,True,True,False,rework
QEV-000000944,2026-04-02,2026-04-02T12:00:00,PLOT-00000519,FAC-MX,LINE-MX-02,PROD-X200,COMP-MEM,SUP-E,CLOT-E-MEM-20260402,DEF-FUNC,test,1,True,False,False,fail
QEV-000000945,2026-04-02,2026-04-02T12:00:00,PLOT-00000519,FAC-MX,LINE-MX-02,PROD-X200,COMP-PWR,SUP-H,CLOT-H-PWR-20260402,DEF-VOLT,test,1,True,True,False,rework
QEV-000000946,2026-04-02,2026-04-02T12:00:00,PLOT-00000520,FAC-MY,LINE-MY-01,PROD-X100,COMP-NET,SUP-H,CLOT-H-NET-20260402,DEF-ASSY,in_process,1,True,True,False,rework
QEV-000000947,2026-04-02,2026-04-02T12:00:00,PLOT-00000520,FAC-MY,LINE-MY-01,PROD-X100,COMP-PWR,SUP-B,CLOT-B-PWR-20260402,DEF-VOLT,test,1,True,False,False,fail
QEV-000000948,2026-04-02,2026-04-02T12:00:00,PLOT-00000520,FAC-MY,LINE-MY-01,PROD-X100,COMP-PWR,SUP-B,CLOT-B-PWR-20260402,DEF-VOLT,test,1,True,True,False,rework
QEV-000000949,2026-04-02,2026-04-02T12:00:00,PLOT-00000520,FAC-MY,LINE-MY-01,PROD-X100,COMP-STOR,SUP-F,CLOT-F-TOR-20260402,DEF-FUNC,test,1,True,False,True,scrap
QEV-000000950,2026-04-02,2026-04-02T12:00:00,PLOT-00000520,FAC-MY,LINE-MY-01,PROD-X100,COMP-STOR,SUP-H,CLOT-H-TOR-20260402,DEF-FUNC,test,1,True,False,False,fail
QEV-000000951,2026-04-02,2026-04-02T12:00:00,PLOT-00000521,FAC-MY,LINE-MY-03,PROD-N100,COMP-MEM,SUP-A,CLOT-A-MEM-20260402,DEF-MEM,test,1,True,False,False,fail
QEV-000000952,2026-04-02,2026-04-02T12:00:00,PLOT-00000521,FAC-MY,LINE-MY-03,PROD-N100,COMP-STOR,SUP-D,CLOT-D-TOR-20260402,DEF-FUNC,test,1,True,True,False,rework
QEV-000000953,2026-04-03,2026-04-03T12:00:00,PLOT-00000522,FAC-TW,LINE-TW-01,PROD-C100,COMP-PWR,SUP-B,CLOT-B-PWR-20260403,DEF-VOLT,test,1,True,False,False,fail
QEV-000000954,2026-04-03,2026-04-03T12:00:00,PLOT-00000522,FAC-TW,LINE-TW-01,PROD-C100,COMP-PWR,SUP-B,CLOT-B-PWR-20260403,DEF-VOLT,test,1,True,True,False,rework
QEV-000000955,2026-04-03,2026-04-03T12:00:00,PLOT-00000522,FAC-TW,LINE-TW-01,PROD-C100,COMP-STOR,SUP-F,CLOT-F-TOR-20260403,DEF-FUNC,test,1,True,True,False,rework
QEV-000000956,2026-04-03,2026-04-03T12:00:00,PLOT-00000525,FAC-MX,LINE-MX-02,PROD-X200,COMP-COOL,SUP-A,CLOT-A-OOL-20260403,DEF-THERM,test,1,True,False,False,fail
QEV-000000957,2026-04-03,2026-04-03T12:00:00,PLOT-00000525,FAC-MX,LINE-MX-02,PROD-X200,COMP-NET,SUP-F,CLOT-F-NET-20260403,DEF-FUNC,test,1,True,False,True,scrap
QEV-000000958,2026-04-03,2026-04-03T12:00:00,PLOT-00000525,FAC-MX,LINE-MX-02,PROD-X200,COMP-PWR,SUP-F,CLOT-F-PWR-20260403,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000959,2026-04-03,2026-04-03T12:00:00,PLOT-00000526,FAC-MY,LINE-MY-01,PROD-X100,COMP-PWR,SUP-B,CLOT-B-PWR-20260403,DEF-VOLT,test,1,True,False,True,scrap
QEV-000000960,2026-04-03,2026-04-03T12:00:00,PLOT-00000526,FAC-MY,LINE-MY-01,PROD-X100,COMP-PWR,SUP-F,CLOT-F-PWR-20260403,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000961,2026-04-03,2026-04-03T12:00:00,PLOT-00000527,FAC-MY,LINE-MY-03,PROD-X200,COMP-MAIN,SUP-A,CLOT-A-AIN-20260403,DEF-FUNC,test,1,True,True,False,rework
QEV-000000962,2026-04-03,2026-04-03T12:00:00,PLOT-00000527,FAC-MY,LINE-MY-03,PROD-X200,COMP-MAIN,SUP-H,CLOT-H-AIN-20260403,DEF-FUNC,test,1,True,True,False,rework
QEV-000000963,2026-04-03,2026-04-03T12:00:00,PLOT-00000527,FAC-MY,LINE-MY-03,PROD-X200,COMP-MEM,SUP-D,CLOT-D-MEM-20260403,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000964,2026-04-03,2026-04-03T12:00:00,PLOT-00000527,FAC-MY,LINE-MY-03,PROD-X200,COMP-PWR,SUP-F,CLOT-F-PWR-20260403,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000965,2026-04-04,2026-04-04T12:00:00,PLOT-00000529,FAC-TW,LINE-TW-02,PROD-N100,COMP-PWR,SUP-C,CLOT-C-PWR-20260404,DEF-FUNC,test,1,True,True,False,rework
QEV-000000966,2026-04-04,2026-04-04T12:00:00,PLOT-00000530,FAC-MX,LINE-MX-01,PROD-X200,COMP-MEM,SUP-A,CLOT-A-MEM-20260404,DEF-MEM,test,1,True,False,False,fail
QEV-000000967,2026-04-04,2026-04-04T12:00:00,PLOT-00000530,FAC-MX,LINE-MX-01,PROD-X200,COMP-NET,SUP-B,CLOT-B-NET-20260404,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000968,2026-04-04,2026-04-04T12:00:00,PLOT-00000530,FAC-MX,LINE-MX-01,PROD-X200,COMP-PWR,SUP-A,CLOT-A-PWR-20260404,DEF-VOLT,test,1,True,True,False,rework
QEV-000000969,2026-04-04,2026-04-04T12:00:00,PLOT-00000530,FAC-MX,LINE-MX-01,PROD-X200,COMP-PWR,SUP-B,CLOT-B-PWR-20260404,DEF-VOLT,test,1,True,True,False,rework
QEV-000000970,2026-04-04,2026-04-04T12:00:00,PLOT-00000531,FAC-MX,LINE-MX-02,PROD-N100,COMP-PWR,SUP-H,CLOT-H-PWR-20260404,DEF-VOLT,test,1,True,True,False,rework
QEV-000000971,2026-04-04,2026-04-04T12:00:00,PLOT-00000532,FAC-MY,LINE-MY-01,PROD-S100,COMP-MAIN,SUP-A,CLOT-A-AIN-20260404,DEF-FUNC,test,1,True,True,False,rework
QEV-000000972,2026-04-04,2026-04-04T12:00:00,PLOT-00000532,FAC-MY,LINE-MY-01,PROD-S100,COMP-STOR,SUP-C,CLOT-C-TOR-20260404,DEF-FUNC,test,1,True,False,False,fail
QEV-000000973,2026-04-04,2026-04-04T12:00:00,PLOT-00000532,FAC-MY,LINE-MY-01,PROD-S100,COMP-STOR,SUP-G,CLOT-G-TOR-20260404,DEF-FUNC,test,1,True,False,False,fail
QEV-000000974,2026-04-04,2026-04-04T12:00:00,PLOT-00000533,FAC-MY,LINE-MY-03,PROD-S100,COMP-COOL,SUP-B,CLOT-B-OOL-20260404,DEF-THERM,test,1,True,True,False,rework
QEV-000000975,2026-04-04,2026-04-04T12:00:00,PLOT-00000533,FAC-MY,LINE-MY-03,PROD-S100,COMP-MEM,SUP-D,CLOT-D-MEM-20260404,DEF-FUNC,test,1,True,False,False,fail
QEV-000000976,2026-04-04,2026-04-04T12:00:00,PLOT-00000533,FAC-MY,LINE-MY-03,PROD-S100,COMP-NET,SUP-E,CLOT-E-NET-20260404,DEF-ASSY,in_process,1,True,False,False,fail
QEV-000000977,2026-04-04,2026-04-04T12:00:00,PLOT-00000533,FAC-MY,LINE-MY-03,PROD-S100,COMP-NET,SUP-G,CLOT-G-NET-20260404,DEF-FUNC,test,1,True,False,False,fail
QEV-000000978,2026-04-05,2026-04-05T12:00:00,PLOT-00000534,FAC-TW,LINE-TW-01,PROD-C100,COMP-COOL,SUP-D,CLOT-D-OOL-20260405,DEF-THERM,test,1,True,False,False,fail
QEV-000000979,2026-04-05,2026-04-05T12:00:00,PLOT-00000534,FAC-TW,LINE-TW-01,PROD-C100,COMP-COOL,SUP-G,CLOT-G-OOL-20260405,DEF-THERM,test,1,True,False,False,fail
QEV-000000980,2026-04-05,2026-04-05T12:00:00,PLOT-00000535,FAC-TW,LINE-TW-02,PROD-N100,COMP-PWR,SUP-B,CLOT-B-PWR-20260405,DEF-FUNC,test,1,True,True,False,rework
QEV-000000981,2026-04-05,2026-04-05T12:00:00,PLOT-00000536,FAC-MX,LINE-MX-01,PROD-S100,COMP-PWR,SUP-A,CLOT-A-PWR-20260405,DEF-VOLT,test,1,True,True,False,rework
QEV-000000982,2026-04-05,2026-04-05T12:00:00,PLOT-00000536,FAC-MX,LINE-MX-01,PROD-S100,COMP-PWR,SUP-B,CLOT-B-PWR-20260405,DEF-VOLT,test,1,True,True,False,rework
QEV-000000983,2026-04-05,2026-04-05T12:00:00,PLOT-00000536,FAC-MX,LINE-MX-01,PROD-S100,COMP-PWR,SUP-C,CLOT-C-PWR-20260405,DEF-VOLT,test,1,True,False,True,scrap
QEV-000000984,2026-04-05,2026-04-05T12:00:00,PLOT-00000537,FAC-MX,LINE-MX-02,PROD-C100,COMP-MEM,SUP-F,CLOT-F-MEM-20260405,DEF-FUNC,test,1,True,False,False,fail
QEV-000000985,2026-04-05,2026-04-05T12:00:00,PLOT-00000538,FAC-MY,LINE-MY-01,PROD-S100,COMP-MEM,SUP-F,CLOT-F-MEM-20260405,DEF-MEM,test,1,True,True,False,rework
QEV-000000986,2026-04-05,2026-04-05T12:00:00,PLOT-00000538,FAC-MY,LINE-MY-01,PROD-S100,COMP-PWR,SUP-B,CLOT-B-PWR-20260405,DEF-VOLT,test,1,True,True,False,rework
QEV-000000987,2026-04-05,2026-04-05T12:00:00,PLOT-00000538,FAC-MY,LINE-MY-01,PROD-S100,COMP-PWR,SUP-H,CLOT-H-PWR-20260405,DEF-VOLT,test,1,True,True,False,rework
QEV-000000988,2026-04-05,2026-04-05T12:00:00,PLOT-00000539,FAC-MY,LINE-MY-03,PROD-S100,COMP-NET,SUP-C,CLOT-C-NET-20260405,DEF-FUNC,test,1,True,True,False,rework
QEV-000000989,2026-04-05,2026-04-05T12:00:00,PLOT-00000539,FAC-MY,LINE-MY-03,PROD-S100,COMP-PWR,SUP-H,CLOT-H-PWR-20260405,DEF-FUNC,test,1,True,True,False,rework
QEV-000000990,2026-04-05,2026-04-05T12:00:00,PLOT-00000539,FAC-MY,LINE-MY-03,PROD-S100,COMP-STOR,SUP-G,CLOT-G-TOR-20260405,DEF-FUNC,test,1,True,False,True,scrap
QEV-000000991,2026-04-06,2026-04-06T12:00:00,PLOT-00000540,FAC-TW,LINE-TW-01,PROD-X200,COMP-NET,SUP-E,CLOT-E-NET-20260406,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000992,2026-04-06,2026-04-06T12:00:00,PLOT-00000541,FAC-TW,LINE-TW-02,PROD-X100,COMP-MEM,SUP-A,CLOT-A-MEM-20260406,DEF-MEM,test,1,True,True,False,rework
QEV-000000993,2026-04-06,2026-04-06T12:00:00,PLOT-00000541,FAC-TW,LINE-TW-02,PROD-X100,COMP-PWR,SUP-B,CLOT-B-PWR-20260406,DEF-VOLT,test,1,True,False,False,fail
QEV-000000994,2026-04-06,2026-04-06T12:00:00,PLOT-00000542,FAC-MX,LINE-MX-01,PROD-X100,COMP-COOL,SUP-E,CLOT-E-OOL-20260406,DEF-THERM,test,1,True,False,False,fail
QEV-000000995,2026-04-06,2026-04-06T12:00:00,PLOT-00000542,FAC-MX,LINE-MX-01,PROD-X100,COMP-PWR,SUP-B,CLOT-B-PWR-20260406,DEF-VOLT,test,1,True,True,False,rework
QEV-000000996,2026-04-06,2026-04-06T12:00:00,PLOT-00000543,FAC-MX,LINE-MX-02,PROD-X200,COMP-COOL,SUP-D,CLOT-D-OOL-20260406,DEF-THERM,test,1,True,True,False,rework
QEV-000000997,2026-04-06,2026-04-06T12:00:00,PLOT-00000543,FAC-MX,LINE-MX-02,PROD-X200,COMP-MAIN,SUP-F,CLOT-F-AIN-20260406,DEF-FUNC,test,1,True,False,False,fail
QEV-000000998,2026-04-06,2026-04-06T12:00:00,PLOT-00000543,FAC-MX,LINE-MX-02,PROD-X200,COMP-MEM,SUP-C,CLOT-C-MEM-20260406,DEF-MEM,test,1,True,False,True,scrap
QEV-000000999,2026-04-06,2026-04-06T12:00:00,PLOT-00000543,FAC-MX,LINE-MX-02,PROD-X200,COMP-PWR,SUP-G,CLOT-G-PWR-20260406,DEF-VOLT,test,1,True,False,False,fail
QEV-000001000,2026-04-06,2026-04-06T12:00:00,PLOT-00000544,FAC-MY,LINE-MY-01,PROD-N100,COMP-MAIN,SUP-G,CLOT-G-AIN-20260406,DEF-FUNC,test,1,True,False,True,scrap
QEV-000001001,2026-04-06,2026-04-06T12:00:00,PLOT-00000544,FAC-MY,LINE-MY-01,PROD-N100,COMP-PWR,SUP-B,CLOT-B-PWR-20260406,DEF-CONN,in_process,1,True,False,False,fail
QEV-000001002,2026-04-06,2026-04-06T12:00:00,PLOT-00000544,FAC-MY,LINE-MY-01,PROD-N100,COMP-STOR,SUP-B,CLOT-B-TOR-20260406,DEF-FUNC,test,1,True,True,False,rework
QEV-000001003,2026-04-06,2026-04-06T12:00:00,PLOT-00000545,FAC-MY,LINE-MY-03,PROD-S100,COMP-COOL,SUP-C,CLOT-C-OOL-20260406,DEF-THERM,test,1,True,True,False,rework
QEV-000001004,2026-04-06,2026-04-06T12:00:00,PLOT-00000545,FAC-MY,LINE-MY-03,PROD-S100,COMP-COOL,SUP-G,CLOT-G-OOL-20260406,DEF-THERM,test,1,True,False,True,scrap
QEV-000001005,2026-04-06,2026-04-06T12:00:00,PLOT-00000545,FAC-MY,LINE-MY-03,PROD-S100,COMP-MAIN,SUP-C,CLOT-C-AIN-20260406,DEF-FUNC,test,1,True,False,False,fail
QEV-000001006,2026-04-06,2026-04-06T12:00:00,PLOT-00000545,FAC-MY,LINE-MY-03,PROD-S100,COMP-MAIN,SUP-G,CLOT-G-AIN-20260406,DEF-ASSY,in_process,1,True,True,False,rework
QEV-000001007,2026-04-07,2026-04-07T12:00:00,PLOT-00000546,FAC-TW,LINE-TW-01,PROD-C100,COMP-COOL,SUP-A,CLOT-A-OOL-20260407,DEF-FUNC,test,1,True,False,False,fail
QEV-000001008,2026-04-07,2026-04-07T12:00:00,PLOT-00000546,FAC-TW,LINE-TW-01,PROD-C100,COMP-MAIN,SUP-G,CLOT-G-AIN-20260407,DEF-ASSY,in_process,1,True,True,False,rework
QEV-000001009,2026-04-07,2026-04-07T12:00:00,PLOT-00000546,FAC-TW,LINE-TW-01,PROD-C100,COMP-NET,SUP-A,CLOT-A-NET-20260407,DEF-FUNC,test,1,True,False,False,fail
QEV-000001010,2026-04-07,2026-04-07T12:00:00,PLOT-00000546,FAC-TW,LINE-TW-01,PROD-C100,COMP-NET,SUP-F,CLOT-F-NET-20260407,DEF-ASSY,in_process,1,True,True,False,rework
QEV-000001011,2026-04-07,2026-04-07T12:00:00,PLOT-00000548,FAC-MX,LINE-MX-01,PROD-X100,COMP-MAIN,SUP-D,CLOT-D-AIN-20260407,DEF-VOLT,test,1,True,False,False,fail
QEV-000001012,2026-04-07,2026-04-07T12:00:00,PLOT-00000549,FAC-MX,LINE-MX-02,PROD-X100,COMP-MEM,SUP-F,CLOT-F-MEM-20260407,DEF-MEM,test,1,True,True,False,rework
QEV-000001013,2026-04-07,2026-04-07T12:00:00,PLOT-00000550,FAC-MY,LINE-MY-01,PROD-N100,COMP-COOL,SUP-D,CLOT-D-OOL-20260407,DEF-FUNC,test,1,True,True,False,rework
QEV-000001014,2026-04-07,2026-04-07T12:00:00,PLOT-00000550,FAC-MY,LINE-MY-01,PROD-N100,COMP-MAIN,SUP-B,CLOT-B-AIN-20260407,DEF-FUNC,test,1,True,False,False,fail
QEV-000001015,2026-04-07,2026-04-07T12:00:00,PLOT-00000551,FAC-MY,LINE-MY-03,PROD-S100,COMP-MAIN,SUP-G,CLOT-G-AIN-20260407,DEF-FUNC,test,1,True,False,True,scrap
QEV-000001016,2026-04-07,2026-04-07T12:00:00,PLOT-00000551,FAC-MY,LINE-MY-03,PROD-S100,COMP-MAIN,SUP-H,CLOT-H-AIN-20260407,DEF-FUNC,test,1,True,False,False,fail
QEV-000001017,2026-04-08,2026-04-08T12:00:00,PLOT-00000552,FAC-TW,LINE-TW-01,PROD-C100,COMP-MAIN,SUP-C,CLOT-C-AIN-20260408,DEF-FUNC,test,1,True,False,True,scrap
QEV-000001018,2026-04-08,2026-04-08T12:00:00,PLOT-00000552,FAC-TW,LINE-TW-01,PROD-C100,COMP-MEM,SUP-G,CLOT-G-MEM-20260408,DEF-CONN,in_process,1,True,False,False,fail
QEV-000001019,2026-04-08,2026-04-08T12:00:00,PLOT-00000552,FAC-TW,LINE-TW-01,PROD-C100,COMP-STOR,SUP-C,CLOT-C-TOR-20260408,DEF-ASSY,in_process,1,True,False,False,fail
QEV-000001020,2026-04-08,2026-04-08T12:00:00,PLOT-00000554,FAC-MX,LINE-MX-01,PROD-X100,COMP-PWR,SUP-B,CLOT-B-PWR-20260408,DEF-VOLT,test,1,True,True,False,rework
QEV-000001021,2026-04-08,2026-04-08T12:00:00,PLOT-00000555,FAC-MX,LINE-MX-02,PROD-X100,COMP-COOL,SUP-A,CLOT-A-OOL-20260408,DEF-THERM,test,1,True,False,False,fail
QEV-000001022,2026-04-08,2026-04-08T12:00:00,PLOT-00000555,FAC-MX,LINE-MX-02,PROD-X100,COMP-MAIN,SUP-B,CLOT-B-AIN-20260408,DEF-FUNC,test,1,True,False,False,fail
QEV-000001023,2026-04-08,2026-04-08T12:00:00,PLOT-00000555,FAC-MX,LINE-MX-02,PROD-X100,COMP-STOR,SUP-G,CLOT-G-TOR-20260408,DEF-FUNC,test,1,True,False,True,scrap
QEV-000001024,2026-04-08,2026-04-08T12:00:00,PLOT-00000557,FAC-MY,LINE-MY-03,PROD-X200,COMP-COOL,SUP-A,CLOT-A-OOL-20260408,DEF-THERM,test,1,True,False,True,scrap
QEV-000001025,2026-04-08,2026-04-08T12:00:00,PLOT-00000557,FAC-MY,LINE-MY-03,PROD-X200,COMP-COOL,SUP-B,CLOT-B-OOL-20260408,DEF-THERM,test,1,True,True,False,rework
QEV-000001026,2026-04-08,2026-04-08T12:00:00,PLOT-00000557,FAC-MY,LINE-MY-03,PROD-X200,COMP-COOL,SUP-D,CLOT-D-OOL-20260408,DEF-FUNC,test,1,True,False,False,fail
QEV-000001027,2026-04-08,2026-04-08T12:00:00,PLOT-00000557,FAC-MY,LINE-MY-03,PROD-X200,COMP-MAIN,SUP-A,CLOT-A-AIN-20260408,DEF-FUNC,test,1,True,True,False,rework
QEV-000001028,2026-04-09,2026-04-09T12:00:00,PLOT-00000558,FAC-TW,LINE-TW-01,PROD-C100,COMP-PWR,SUP-B,CLOT-B-PWR-20260409,DEF-VOLT,test,1,True,True,False,rework
QEV-000001029,2026-04-09,2026-04-09T12:00:00,PLOT-00000559,FAC-TW,LINE-TW-02,PROD-X200,COMP-STOR,SUP-B,CLOT-B-TOR-20260409,DEF-FUNC,test,1,True,False,False,fail
QEV-000001030,2026-04-09,2026-04-09T12:00:00,PLOT-00000560,FAC-MX,LINE-MX-01,PROD-N100,COMP-MAIN,SUP-A,CLOT-A-AIN-20260409,DEF-FUNC,test,1,True,True,False,rework
QEV-000001031,2026-04-09,2026-04-09T12:00:00,PLOT-00000560,FAC-MX,LINE-MX-01,PROD-N100,COMP-MEM,SUP-D,CLOT-D-MEM-20260409,DEF-MEM,test,1,True,False,True,scrap
QEV-000001032,2026-04-09,2026-04-09T12:00:00,PLOT-00000560,FAC-MX,LINE-MX-01,PROD-N100,COMP-MEM,SUP-G,CLOT-G-MEM-20260409,DEF-MEM,test,1,True,True,False,rework
QEV-000001033,2026-04-09,2026-04-09T12:00:00,PLOT-00000561,FAC-MX,LINE-MX-02,PROD-X100,COMP-MEM,SUP-B,CLOT-B-MEM-20260409,DEF-MEM,test,1,True,False,True,scrap
QEV-000001034,2026-04-09,2026-04-09T12:00:00,PLOT-00000562,FAC-MY,LINE-MY-01,PROD-N100,COMP-MAIN,SUP-G,CLOT-G-AIN-20260409,DEF-ASSY,in_process,1,True,False,False,fail
QEV-000001035,2026-04-09,2026-04-09T12:00:00,PLOT-00000563,FAC-MY,LINE-MY-03,PROD-X100,COMP-PWR,SUP-B,CLOT-B-PWR-20260409,DEF-VOLT,test,1,True,False,False,fail
QEV-000001036,2026-04-09,2026-04-09T12:00:00,PLOT-00000563,FAC-MY,LINE-MY-03,PROD-X100,COMP-STOR,SUP-A,CLOT-A-TOR-20260409,DEF-FUNC,test,1,True,True,False,rework
QEV-000001037,2026-04-10,2026-04-10T12:00:00,PLOT-00000564,FAC-TW,LINE-TW-01,PROD-X100,COMP-MEM,SUP-E,CLOT-E-MEM-20260410,DEF-FUNC,test,1,True,True,False,rework
QEV-000001038,2026-04-10,2026-04-10T12:00:00,PLOT-00000565,FAC-TW,LINE-TW-02,PROD-S100,COMP-COOL,SUP-D,CLOT-D-OOL-20260410,DEF-ASSY,in_process,1,True,False,False,fail
QEV-000001039,2026-04-10,2026-04-10T12:00:00,PLOT-00000566,FAC-MX,LINE-MX-01,PROD-X100,COMP-STOR,SUP-B,CLOT-B-TOR-20260410,DEF-FUNC,test,1,True,True,False,rework
QEV-000001040,2026-04-10,2026-04-10T12:00:00,PLOT-00000566,FAC-MX,LINE-MX-01,PROD-X100,COMP-STOR,SUP-G,CLOT-G-TOR-20260410,DEF-FUNC,test,1,True,True,False,rework
QEV-000001041,2026-04-10,2026-04-10T12:00:00,PLOT-00000567,FAC-MX,LINE-MX-02,PROD-X200,COMP-MEM,SUP-D,CLOT-D-MEM-20260410,DEF-FUNC,test,1,True,False,False,fail
QEV-000001042,2026-04-10,2026-04-10T12:00:00,PLOT-00000567,FAC-MX,LINE-MX-02,PROD-X200,COMP-NET,SUP-C,CLOT-C-NET-20260410,DEF-FUNC,test,1,True,True,False,rework
QEV-000001043,2026-04-10,2026-04-10T12:00:00,PLOT-00000567,FAC-MX,LINE-MX-02,PROD-X200,COMP-PWR,SUP-B,CLOT-B-PWR-20260410,DEF-VOLT,test,1,True,False,False,fail
QEV-000001044,2026-04-10,2026-04-10T12:00:00,PLOT-00000567,FAC-MX,LINE-MX-02,PROD-X200,COMP-STOR,SUP-C,CLOT-C-TOR-20260410,DEF-FUNC,test,1,True,True,False,rework
QEV-000001045,2026-04-10,2026-04-10T12:00:00,PLOT-00000568,FAC-MY,LINE-MY-01,PROD-X200,COMP-COOL,SUP-H,CLOT-H-OOL-20260410,DEF-THERM,test,1,True,False,True,scrap
QEV-000001046,2026-04-10,2026-04-10T12:00:00,PLOT-00000568,FAC-MY,LINE-MY-01,PROD-X200,COMP-MAIN,SUP-H,CLOT-H-AIN-20260410,DEF-ASSY,in_process,1,True,True,False,rework
QEV-000001047,2026-04-10,2026-04-10T12:00:00,PLOT-00000568,FAC-MY,LINE-MY-01,PROD-X200,COMP-PWR,SUP-E,CLOT-E-PWR-20260410,DEF-VOLT,test,1,True,True,False,rework
QEV-000001048,2026-04-10,2026-04-10T12:00:00,PLOT-00000568,FAC-MY,LINE-MY-01,PROD-X200,COMP-STOR,SUP-C,CLOT-C-TOR-20260410,DEF-FUNC,test,1,True,True,False,rework
QEV-000001049,2026-04-10,2026-04-10T12:00:00,PLOT-00000569,FAC-MY,LINE-MY-03,PROD-X200,COMP-STOR,SUP-E,CLOT-E-TOR-20260410,DEF-CONN,in_process,1,True,False,False,fail
QEV-000001050,2026-04-11,2026-04-11T12:00:00,PLOT-00000570,FAC-TW,LINE-TW-01,PROD-S100,COMP-PWR,SUP-A,CLOT-A-PWR-20260411,DEF-VOLT,test,1,True,False,True,scrap
QEV-000001051,2026-04-11,2026-04-11T12:00:00,PLOT-00000571,FAC-TW,LINE-TW-02,PROD-X100,COMP-MEM,SUP-E,CLOT-E-MEM-20260411,DEF-MEM,test,1,True,False,False,fail
QEV-000001052,2026-04-11,2026-04-11T12:00:00,PLOT-00000571,FAC-TW,LINE-TW-02,PROD-X100,COMP-PWR,SUP-B,CLOT-B-PWR-20260411,DEF-VOLT,test,1,True,False,True,scrap
QEV-000001053,2026-04-11,2026-04-11T12:00:00,PLOT-00000572,FAC-MX,LINE-MX-01,PROD-X200,COMP-COOL,SUP-E,CLOT-E-OOL-20260411,DEF-THERM,test,1,True,True,False,rework
QEV-000001054,2026-04-11,2026-04-11T12:00:00,PLOT-00000572,FAC-MX,LINE-MX-01,PROD-X200,COMP-MEM,SUP-C,CLOT-C-MEM-20260411,DEF-FUNC,test,1,True,True,False,rework
QEV-000001055,2026-04-11,2026-04-11T12:00:00,PLOT-00000572,FAC-MX,LINE-MX-01,PROD-X200,COMP-MEM,SUP-D,CLOT-D-MEM-20260411,DEF-MEM,test,1,True,False,False,fail
QEV-000001056,2026-04-11,2026-04-11T12:00:00,PLOT-00000572,FAC-MX,LINE-MX-01,PROD-X200,COMP-NET,SUP-E,CLOT-E-NET-20260411,DEF-FUNC,test,1,True,False,False,fail
QEV-000001057,2026-04-11,2026-04-11T12:00:00,PLOT-00000572,FAC-MX,LINE-MX-01,PROD-X200,COMP-PWR,SUP-B,CLOT-B-PWR-20260411,DEF-VOLT,test,1,True,True,False,rework
QEV-000001058,2026-04-11,2026-04-11T12:00:00,PLOT-00000574,FAC-MY,LINE-MY-01,PROD-S100,COMP-NET,SUP-A,CLOT-A-NET-20260411,DEF-FUNC,test,1,True,True,False,rework
